product,service_type,service_category,cloud_provider
Informatica Enterprise Data Catalog 10.5.0,Informatica,License,Google
"Pulse Secure, LLC Traffic Manager Enterprise Edition & WAF - 1 Gbps",PulseSecure,License,Google
"Pulse Secure, LLC Traffic Manager Standard Edition & WAF - 200 Mbps",PulseSecure,License,Google
"Pulse Secure, LLC Traffic Manager Essential Edition - 100 Mbps",PulseSecure,License,Google
"Pulse Secure, LLC Traffic Manager Standard Edition & WAF - 1 Gbps",PulseSecure,License,Google
"Pulse Secure, LLC Traffic Manager Essential Edition - 300 Mbps",PulseSecure,License,Google
"Pulse Secure, LLC Traffic Manager Enterprise Edition - 1 Gbps",PulseSecure,License,Google
"Pulse Secure, LLC Traffic Manager Standard Edition & WAF - 10 Mbps",PulseSecure,License,Google
"Pulse Secure, LLC Traffic Manager Community/BYOL Edition - 10Mbps",PulseSecure,License,Google
"Pulse Secure, LLC Traffic Manager Essential Edition - 10 Mbps",PulseSecure,License,Google
"Pulse Secure, LLC Traffic Manager Standard Edition - 10 Mbps",PulseSecure,License,Google
"Pulse Secure, LLC Traffic Manager Standard Edition - 1 Gbps",PulseSecure,License,Google
"Pulse Secure, LLC Virtual Web Application Firewall",PulseSecure,License,Google
"Pulse Secure, LLC Traffic Manager Standard Edition - 200 Mbps",PulseSecure,License,Google
SPRINGML INC NVIDIA Clara Train SDK on Google Cloud,SPRINGMLINC,License,Google
SlamData Inc. SlamData REFORM,SlamDataInc,License,Google
Unravel Data Unravel for Dataproc,UnravelData,License,Google
Chef Software chef-automate-cscc,ChefSoftware,License,Google
Cisco Systems Cisco Meraki vMX,CiscoSystems,License,Google
Cisco Systems Cisco Catalyst 9800-CL Wireless Controller for Cloud - 16.12.2s,CiscoSystems,License,Google
Cisco Systems Cisco Cloud Services Router 1000V - 17.3 - BYOL,CiscoSystems,License,Google
Cisco Systems Cisco Cloud Services Router 1000V - 17.2.1r - BYOL,CiscoSystems,License,Google
Cisco Systems Cisco Cloud Services Router 1000V - 16.12 - BYOL,CiscoSystems,License,Google
Cisco Systems Catalyst 8000V Edge Software - BYOL,CiscoSystems,License,Google
Cisco Systems Cisco Catalyst 9800-CL Wireless Controller for Cloud - 17.2.1,CiscoSystems,License,Google
Cisco Systems Cisco Catalyst 9800-CL Wireless Controller for Cloud,CiscoSystems,License,Google
Cisco Systems Cisco ASA virtual firewall (ASAv),CiscoSystems,License,Google
Cisco Systems Cisco Firepower Management Center (FMCv) BYOL,CiscoSystems,License,Google
Cisco Systems Cisco Cloud Services Router 1000V - 17.1.1 - BYOL,CiscoSystems,License,Google
Cisco Systems Cisco Firepower NGFW virtual firewall (NGFWv),CiscoSystems,License,Google
Couchbase Server and Sync Gateway (BYOL and Test Drive),CouchbaseInc,License,Google
Couchbase Server and Sync Gateway (Hourly and Test Drive),CouchbaseInc,License,Google
Dicom Systems Unifier Enterprise Imaging Platform,DicomSystems,License,Google
Dicom Systems Workflow Unifier,DicomSystems,License,Google
Dynatrace LLC Dynatrace Managed Quickstart,DynatraceLLC,License,Google
EnterpriseDB EDB Postgres Enterprise,EnterpriseDB,License,Google
Expert System Cogito API Core,ExpertSystem,License,Google
FileCatalyst Direct BYOL,FileCatalyst,License,Google
FlashGrid Inc. Oracle Linux 7 Image for FlashGrid SkyCluster with Oracle RAC,FlashGridInc,License,Google
FlashGrid Inc. RHEL 8 Image for FlashGrid Cloud Cluster with Oracle RAC,FlashGridInc,License,Google
FlashGrid Inc. Oracle Linux 8 Image for FlashGrid Cloud Cluster with Oracle RAC,FlashGridInc,License,Google
Geolytica INC Reverse Geocoder Lite,GeolyticaINC,License,Google
Geolytica inc reverse-geocode-lite-3geonames-org,Geolyticainc,License,Google
Global IDs Inc Global IDs Data Ecosystem Evolution Platform,GlobalIDsInc,License,Google
Heimdall Data heimdall-proxy-standard,HeimdallData,License,Google
Heimdall Data heimdall-proxy-enterprise,HeimdallData,License,Google
InterSystems Corporation InterSystems IRIS Community Edition,Intersystems,License,Google
"Kaminario, inc. Silk Cloud Data Platform",Kaminarioinc,License,Google
Loadbalancer.org Enterprise GCP Max,Loadbalancer,License,Google
Miri Infotech firebird-v-3-0,MiriInfotech,License,Google
Miri Infotech OsCommerce,MiriInfotech,License,Google
Miri Infotech Limesurvey,MiriInfotech,License,Google
Miri Infotech Coppermine,MiriInfotech,License,Google
Miri Infotech Moodle,MiriInfotech,License,Google
Miri Infotech schlix-cms-v-2-2-7,MiriInfotech,License,Google
Miri Infotech Mautic,MiriInfotech,License,Google
Miri Infotech Django,MiriInfotech,License,Google
Miri Infotech Wordpress CMS,MiriInfotech,License,Google
Miri Infotech flarum-08-09-2021,MiriInfotech,License,Google
Miri Infotech ghost,MiriInfotech,License,Google
Miri Infotech mahara,MiriInfotech,License,Google
Miri Infotech NAGIOS-CORE,MiriInfotech,License,Google
Miri Infotech iTop,MiriInfotech,License,Google
Miri Infotech PyroCMS,MiriInfotech,License,Google
Miri Infotech XMB Forum,MiriInfotech,License,Google
Miri Infotech nats-v2-3-4,MiriInfotech,License,Google
Miri Infotech RabbitMQ,MiriInfotech,License,Google
Miri Infotech piwigo-08-09-2021,MiriInfotech,License,Google
Miri Infotech GetSimpleCMS,MiriInfotech,License,Google
Miri Infotech inoERP,MiriInfotech,License,Google
Miri Infotech Trac-v1-4-x,MiriInfotech,License,Google
Miri Infotech OpenDocMan,MiriInfotech,License,Google
Miri Infotech ACTIVEMQ,MiriInfotech,License,Google
Miri Infotech Xoops,MiriInfotech,License,Google
Miri Infotech Kirby,MiriInfotech,License,Google
Miri Infotech cube-cart,MiriInfotech,License,Google
Miri Infotech Collabtive,MiriInfotech,License,Google
Miri Infotech Symfony,MiriInfotech,License,Google
Miri Infotech METABASE,MiriInfotech,License,Google
Miri Infotech magento,MiriInfotech,License,Google
Miri Infotech ELK powered by MIRI,MiriInfotech,License,Google
Miri Infotech b2evolution,MiriInfotech,License,Google
Miri Infotech Prestashop,MiriInfotech,License,Google
Miri Infotech e107,MiriInfotech,License,Google
Miri Infotech PREDICTIVE ANALYTICS FRAMEWORK R HADOOP,MiriInfotech,License,Google
Miri Infotech FrontAccounting,MiriInfotech,License,Google
Miri Infotech clamav-v-0-103-2,MiriInfotech,License,Google
Miri Infotech Seopanel,MiriInfotech,License,Google
Miri Infotech Codeigniter,MiriInfotech,License,Google
Miri Infotech OPENEMR,MiriInfotech,License,Google
Miri Infotech Processwire,MiriInfotech,License,Google
Miri Infotech PHPfusion,MiriInfotech,License,Google
Miri Infotech RubyRails,MiriInfotech,License,Google
Miri Infotech Thelia2,MiriInfotech,License,Google
Miri Infotech Hadoop,MiriInfotech,License,Google
Miri Infotech Spree,MiriInfotech,License,Google
Miri Infotech Grav,MiriInfotech,License,Google
Miri Infotech ExponentCMS,MiriInfotech,License,Google
Miri Infotech KnownLMS,MiriInfotech,License,Google
Miri Infotech CMSimple,MiriInfotech,License,Google
Miri Infotech ATutor,MiriInfotech,License,Google
Miri Infotech CuteNews,MiriInfotech,License,Google
Miri Infotech Booked Scheduler,MiriInfotech,License,Google
Miri Infotech zenario,MiriInfotech,License,Google
Miri Infotech TIKI WIKI,MiriInfotech,License,Google
Miri Infotech Dolibarr,MiriInfotech,License,Google
Miri Infotech BACKDROP CMS,MiriInfotech,License,Google
Miri Infotech MANTIS,MiriInfotech,License,Google
Miri Infotech CASSANDRA,MiriInfotech,License,Google
Miri Infotech redis-v-5-0-7-04-08-2021,MiriInfotech,License,Google
Miri Infotech PIVOTX,MiriInfotech,License,Google
Miri Infotech Torch,MiriInfotech,License,Google
Miri Infotech SPARKMLLIB,MiriInfotech,License,Google
Miri Infotech Dokuwiki,MiriInfotech,License,Google
Miri Infotech Fluxbb,MiriInfotech,License,Google
Miri Infotech Dotclear,MiriInfotech,License,Google
Miri Infotech Microweber,MiriInfotech,License,Google
Miri Infotech contao,MiriInfotech,License,Google
Miri Infotech FLATCORE CMS,MiriInfotech,License,Google
Miri Infotech laravel,MiriInfotech,License,Google
Miri Infotech Yetiforce,MiriInfotech,License,Google
Miri Infotech Omeka,MiriInfotech,License,Google
Miri Infotech MRBS,MiriInfotech,License,Google
Miri Infotech TIKI WIKI CMS,MiriInfotech,License,Google
Miri Infotech sentrifugo,MiriInfotech,License,Google
Miri Infotech MyBB,MiriInfotech,License,Google
Miri Infotech Nagios,MiriInfotech,License,Google
Miri Infotech typesetter,MiriInfotech,License,Google
Miri Infotech Weberp,MiriInfotech,License,Google
Miri Infotech EspoCRM,MiriInfotech,License,Google
Miri Infotech Impresspages,MiriInfotech,License,Google
Miri Infotech prometheus-v-2-29-1,MiriInfotech,License,Google
Miri Infotech SPIP,MiriInfotech,License,Google
Miri Infotech H2O,MiriInfotech,License,Google
Miri Infotech ImpressCMS,MiriInfotech,License,Google
Miri Infotech Memcached,MiriInfotech,License,Google
Miri Infotech SeoToaster,MiriInfotech,License,Google
Miri Infotech Orangehrm,MiriInfotech,License,Google
Miri Infotech MODX,MiriInfotech,License,Google
Miri Infotech Resourcespace,MiriInfotech,License,Google
Miri Infotech GO LANGUAGE,MiriInfotech,License,Google
Miri Infotech Open Source Social Network,MiriInfotech,License,Google
Miri Infotech Qloapps,MiriInfotech,License,Google
Miri Infotech Matomo (piwik),MiriInfotech,License,Google
Miri Infotech CMS Made Simple,MiriInfotech,License,Google
Miri Infotech Zencart,MiriInfotech,License,Google
Miri Infotech DRUPAL8,MiriInfotech,License,Google
Miri Infotech BigtreeCMS,MiriInfotech,License,Google
Miri Infotech instant,MiriInfotech,License,Google
Miri Infotech Bugzilla-MPL-v-5-0-6-04-08-2021,MiriInfotech,License,Google
Miri Infotech plone-08-09-2021,MiriInfotech,License,Google
Miri Infotech kafka,MiriInfotech,License,Google
Miri Infotech IliasLMS,MiriInfotech,License,Google
Miri Infotech SERENDIPITY,MiriInfotech,License,Google
Miri Infotech pydio-v-2-2-9,MiriInfotech,License,Google
Miri Infotech Chamilo,MiriInfotech,License,Google
Miri Infotech oxid-eshop-v6-1-5,MiriInfotech,License,Google
Miri Infotech Nodejs,MiriInfotech,License,Google
Miri Infotech TYPO3,MiriInfotech,License,Google
Miri Infotech OpenBiblio,MiriInfotech,License,Google
Miri Infotech Wildfly,MiriInfotech,License,Google
Miri Infotech Openfire-V-4-6-4-03-08-2021,MiriInfotech,License,Google
Miri Infotech JOOMLA,MiriInfotech,License,Google
Miri Infotech JENKINS,MiriInfotech,License,Google
Miri Infotech Grafana,MiriInfotech,License,Google
Miri Infotech GithubCE-v2-9-0,MiriInfotech,License,Google
Miri Infotech Geeklog,MiriInfotech,License,Google
Miri Infotech Subrion,MiriInfotech,License,Google
Miri Infotech Textpattern,MiriInfotech,License,Google
Safe Software FME Platform,SafeSoftware,License,Google
Safe Software FME Desktop,SafeSoftware,License,Google
"Theta Labs, Inc theta-guardian-node",ThetaLabsInc,License,Google
Chaser Systems discrimiNAT,ChaserSystems,License,Google
CirrusWave Inc. cirruswave-enterprise,CirrusWaveInc,License,Google
CloudLinux Inc CloudLinux 7,CloudLinuxInc,License,Google
CompilerWorks compilerworks-vm deployment,CompilerWorks,License,Google
CubeBackup Inc. CubeBackup-for-Docker,CubeBackupInc,License,Google
CubeBackup Inc. CubeBackup for Windows,CubeBackupInc,License,Google
CubeBackup Inc. CubeBackup,CubeBackupInc,License,Google
ElectrifAi LLC SpendAi,ElectrifAiLLC,License,Google
Fluid Numerics CFD-GCP,FluidNumerics,License,Google
Fluid Numerics RCC-WRF,FluidNumerics,License,Google
Fluid Numerics RCC-Debian,FluidNumerics,License,Google
Fluid Numerics rcc-centos,FluidNumerics,License,Google
Master Concept (Hong Kong) Limited ListenOn,MasterConcept,License,Google
Modern Systems Modernization Platform as a Service (ModPaaS),ModernSystems,License,Google
NetFoundry Inc. NetFoundry Zero Trust Networking Platform,NetFoundryInc,License,Google
NetFoundry Inc. NetFoundry Edge Router,NetFoundryInc,License,Google
"Prime Strategy Co.,Ltd. KUSANAGI for GCP",PrimeStrategy,License,Google
Server General MySQL Secured by Server General,ServerGeneral,License,Google
Server General Secure MySQL Server,ServerGeneral,License,Google
Server General PostgreSQL Secured by Server General,ServerGeneral,License,Google
StreamSets Inc StreamSets Data Collector,StreamSetsInc,License,Google
Techlatest.net Money Saver VM,Techlatestnet,License,Google
Techlatest.net desktop-linux-suse,Techlatestnet,License,Google
Techlatest.net desktop-linux-kali,Techlatestnet,License,Google
Techlatest.net puppet-foreman,Techlatestnet,License,Google
Techlatest.net Go cloud IDE,Techlatestnet,License,Google
Techlatest.net Desktop Linux,Techlatestnet,License,Google
Techlatest.net MUJEFA - Python AI & Machine Learning kit,Techlatestnet,License,Google
Techlatest.net Bitcoin Full Node,Techlatestnet,License,Google
Techlatest.net Ripple Development & Training Suit,Techlatestnet,License,Google
Techlatest.net Cloud IDE for Python using Jupyter & Visual Studio Code,Techlatestnet,License,Google
Techlatest.net debian-gui-linux,Techlatestnet,License,Google
Techlatest.net r-developer-suit,Techlatestnet,License,Google
Techlatest.net Python Django and Flask developer suit,Techlatestnet,License,Google
Techlatest.net ethereum-fullnode,Techlatestnet,License,Google
Techlatest.net vscode-cloud-ide,Techlatestnet,License,Google
Techlatest.net tensorflow-prod-dev-kit,Techlatestnet,License,Google
Techlatest.net pytorch-kit,Techlatestnet,License,Google
Techlatest.net Metabase Data Visualization & BI Platform,Techlatestnet,License,Google
Techlatest.net Ansible AWX (Opensource alternative to Ansible Tower),Techlatestnet,License,Google
Techlatest.net javascript-developer-kit,Techlatestnet,License,Google
Techlatest.net Ethereum Developer Kit,Techlatestnet,License,Google
Techlatest.net desktop-linux-centos,Techlatestnet,License,Google
TigerGraph Inc. TigerGraph Enterprise 2.6.3 (Single Server Ed.),TigerGraphInc,License,Google
TigerGraph Inc. TigerGraph Enterprise 3.1.1 (Single Server Ed.),TigerGraphInc,License,Google
TigerGraph Inc. TigerGraph Developer Edition 2.5.0,TigerGraphInc,License,Google
TigerGraph Inc. TigerGraph Enterprise 2.5.3 (Single Server Ed.),TigerGraphInc,License,Google
TigerGraph Inc. TigerGraph Enterprise 3.0.5 (Single Server Ed.),TigerGraphInc,License,Google
TigerGraph Inc. tigergraph-enterprise-edition-2-5-2,TigerGraphInc,License,Google
TigerGraph Inc. TigerGraph Enterprise 2.6.1 (Single Server Ed.),TigerGraphInc,License,Google
TigerGraph Inc. TigerGraph Developer Edition 2.5.2,TigerGraphInc,License,Google
TigerGraph Inc. TigerGraph Enterprise 3.1.5 (Single Server Ed.),TigerGraphInc,License,Google
TigerGraph Inc. TigerGraph Enterprise 3.1.2 (Single Server Ed.),TigerGraphInc,License,Google
TigerGraph Inc. TigerGraph Enterprise 2.5.0 (Single Server Ed.),TigerGraphInc,License,Google
TigerGraph Inc. TigerGraph Developer Edition 2-6-3,TigerGraphInc,License,Google
TigerGraph Inc. TigerGraph Enterprise 3.0.6 (Single Server Ed.),TigerGraphInc,License,Google
TigerGraph Inc. TigerGraph Developer Edition 2-6-1,TigerGraphInc,License,Google
TigerGraph Inc. TigerGraph Enterprise 3.2.1 (Single Server Ed.),TigerGraphInc,License,Google
TigerGraph Inc. tigergraph-developer-edition-2-5-3,TigerGraphInc,License,Google
Veeam Software Veeam Backup for Google Cloud Platform,VeeamSoftware,License,Google
"XtremeData, Inc. dbX",XtremeDataInc,License,Google
Cavirin Systems Cavirin CyberPosture,CavirinSystems,License,Google
Cavirin Systems CavirinFree,CavirinSystems,License,Google
Cavirin Systems Cavirin First Line of Defense for Cloud Security - BYOL,CavirinSystems,License,Google
"Infoworks.io, Inc. Infoworks",InfoworksioInc,License,Google
"Infoworks.io, Inc. Infoworks DataFoundry",InfoworksioInc,License,Google
"Mountain Fog, Inc. Phirestream",MountainFogInc,License,Google
"Mountain Fog, Inc. Philter",MountainFogInc,License,Google
Origin Protocol DShop,OriginProtocol,License,Google
Prime Packaging Ethereum Parity Node,PrimePackaging,License,Google
Prime Packaging Wordpress,PrimePackaging,License,Google
Prime Packaging open-ethereum,PrimePackaging,License,Google
"ThingsBoard, Inc. ThingsBoard Professional Edition",ThingsBoardInc,License,Google
Thoughtspot Inc ThoughtSpot Search & AI-driven Analytics (BYOL),ThoughtspotInc,License,Google
ANALOG INNOVATION PVT LTD SECURED WORDPRESS ON UBUNTU 18.04,koinfit-public,License,Google
BlueCat Networks BlueCat DNS for Google Cloud Platform,BlueCatNetworks,License,Google
BlueCat Networks BlueCat DNS Edge Proxy Service,BlueCatNetworks,License,Google
Cisco Systems Cisco Cloud Services Router 1000V (CSR 1000V),CiscoSystemsInc,License,Google
Flowmon Networks Flowmon for Google Cloud,FlowmonNetworks,License,Google
Loadbalancer.org Enterprise GCP BYOL,Loadbalancerorg,License,Google
Loadbalancer.org Enterprise GCP R20,Loadbalancerorg,License,Google
Partner Demo Test WordPress,PartnerDemoTest,License,Google
Storage Made Easy Enterprise File Fabric,StorageMadeEasy,License,Google
Stratus Meridian's Developer Portal for Apigee,StratusMeridian,License,Google
Tidal Migrations Tidal Tools,TidalMigrations,License,Google
Varnish Software Inc. Varnish Custom Statistics (Red Hat),VarnishSoftware,License,Google
Varnish Software Inc. Varnish Custom Statistics (Ubuntu),VarnishSoftware,License,Google
Aerokube Software Selenoid,AerokubeSoftware,License,Google
"Array Networks, Inc. Array Networks vAPV - BYOL",ArrayNetworksInc,License,Google
"Citrix Systems, Inc. Citrix ADC VPX Premium Edition - 200 Mbps",CitrixSystemsInc,License,Google
"Citrix Systems, Inc. Citrix ADC VPX FIPS - Customer Licensed",CitrixSystemsInc,License,Google
"Citrix Systems, Inc. Citrix ADC VPX Standard Edition - 10 Mbps",CitrixSystemsInc,License,Google
"Citrix Systems, Inc. Citrix ADC VPX Premium Edition - 10 Mbps",CitrixSystemsInc,License,Google
"Citrix Systems, Inc. Citrix ADC VPX Standard Edition - 5 Gbps",CitrixSystemsInc,License,Google
"Citrix Systems, Inc. Citrix ADC VPX Express - 20Mbps",CitrixSystemsInc,License,Google
"Citrix Systems, Inc. Citrix ADC VPX Premium Edition - 1 Gbps",CitrixSystemsInc,License,Google
"Citrix Systems, Inc. ADM Service Agent",CitrixSystemsInc,License,Google
"Citrix Systems, Inc. Citrix ADC VPX Standard Edition - 3 Gbps",CitrixSystemsInc,License,Google
"Citrix Systems, Inc. Citrix ADC VPX Standard Edition - 1 Gbps",CitrixSystemsInc,License,Google
"Citrix Systems, Inc. Citrix Web App Firewall (WAF) - 1000 Mbps",CitrixSystemsInc,License,Google
"Citrix Systems, Inc. Citrix ADC VPX Premium Edition - 3 Gbps",CitrixSystemsInc,License,Google
"Citrix Systems, Inc. Citrix ADC VPX Advanced Edition - 1 Gbps",CitrixSystemsInc,License,Google
"Citrix Systems, Inc. Citrix ADC VPX Premium Edition - 5 Gbps",CitrixSystemsInc,License,Google
"Citrix Systems, Inc. Citrix ADC VPX Advanced Edition - 5 Gbps",CitrixSystemsInc,License,Google
"Citrix Systems, Inc. ADM Onprem Agent",CitrixSystemsInc,License,Google
"Citrix Systems, Inc. Citrix ADC VPX Advanced Edition - 200 Mbps",CitrixSystemsInc,License,Google
"Citrix Systems, Inc. Citrix ADC VPX Advanced Edition - 10 Mbps",CitrixSystemsInc,License,Google
